publicid,eventtype,datetime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2017p369228,,2017-05-17T14:44:56.412Z,2017-05-17T14:47:02.734Z,174.9391671,-40.09970596,2.36676874,29.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.345882445,156.843396,0.5467634823,0
2017p369224,earthquake,2017-05-17T14:43:04.691Z,2017-05-18T06:52:41.012Z,173.4237518,-42.36121368,2.633615795,6.380393982,M,,LOCSAT,confirmed,manual,iasp91,17,9,7,0.1013993323,95.02075768,0.4777746994,0
2017p369174,,2017-05-17T14:16:12.878Z,2017-05-17T14:18:18.438Z,174.8882096,-40.20825029,2.049963292,29.84375,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.4594976375,159.5197619,0.612261269,0
2017p369137,,2017-05-17T13:56:35.779Z,2017-05-17T13:57:53.424Z,176.7337461,-38.28795676,1.620574022,9.921875,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.179981114,64.07009772,0.2646050468,0
2017p368996,,2017-05-17T12:41:23.101Z,2017-05-17T12:43:54.796Z,173.3517077,-42.54202053,2.382490693,27.03125,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.187433208,147.8184352,0.696679834,0
2017p368955,,2017-05-17T12:19:33.101Z,2017-05-17T12:21:54.787Z,171.7761517,-42.79361122,2.700503504,11.09375,M,,NonLinLoc,,automatic,nz3drx,23,23,9,0.2545198766,74.56143584,0.818643728,0
2017p368899,,2017-05-17T11:49:53.443Z,2017-05-17T11:52:12.218Z,171.8394613,-42.42634259,2.476215441,233.75,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.4133675363,126.2015166,2.567239703,0
2017p368898,,2017-05-17T11:49:44.577Z,2017-05-17T11:52:11.396Z,168.9796193,-44.80491058,2.885036,271.25,M,,NonLinLoc,,automatic,nz3drx,17,17,5,0.03649680972,103.3948403,2.959275742,0
2017p368867,earthquake,2017-05-17T11:32:45.594Z,2017-05-17T20:27:03.066Z,175.6526489,-39.51356125,1.743014944,14.8161974,M,,LOCSAT,confirmed,manual,iasp91,19,18,11,0.1318888217,155.8206635,0.1222728329,0
2017p368853,,2017-05-17T11:25:04.996Z,2017-05-17T11:26:50.509Z,176.4117501,-40.38313042,2.265453708,17.421875,M,,NonLinLoc,,automatic,nz3drx,19,19,12,0.0904010626,93.43285906,0.4935967875,0
2017p368798,,2017-05-17T10:55:48.043Z,2017-05-17T10:57:32.974Z,171.9449442,-42.69828436,1.824739877,10.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.2549057749,131.1039088,0.526817478,0
2017p368638,,2017-05-17T09:30:52.206Z,2017-05-17T09:32:52.753Z,176.4933904,-40.5455698,1.753196314,12.265625,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.08472669967,211.6460467,0.3882817634,0
2017p368611,,2017-05-17T09:16:18.674Z,2017-05-17T09:18:27.233Z,173.0491599,-42.96056146,2.375149873,12.03125,M,,NonLinLoc,,automatic,nz3drx,13,13,1,0.01241554276,163.2922822,0.6669652376,0
2017p368443,,2017-05-17T07:46:50.403Z,2017-05-17T07:49:06.027Z,173.5478571,-42.2189517,2.556980641,22.8125,M,,NonLinLoc,,automatic,nz3drx,22,22,6,0.1971642145,140.8289874,0.807315594,0
2017p368403,,2017-05-17T07:25:30.641Z,2017-05-17T07:27:05.784Z,178.1002105,-37.96113085,1.45761964,26.5625,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.09523683362,139.740702,0.67705843,0
2017p368354,,2017-05-17T06:59:19.080Z,2017-05-17T07:01:05.232Z,173.9716837,-41.44877855,1.876380611,40.15625,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.02768081705,140.1291525,0.3199107558,0
2017p368348,,2017-05-17T06:56:18.630Z,2017-05-17T06:58:19.204Z,173.8416313,-42.25253727,2.307820405,20.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.2780874187,179.9200313,0.6272868306,0
2017p368340,,2017-05-17T06:51:41.455Z,2017-05-17T06:54:09.175Z,174.882256,-39.27908184,2.497775083,160.625,M,,NonLinLoc,,automatic,nz3drx,53,53,18,0.4821335648,141.9407865,1.598515392,0
2017p368310,,2017-05-17T06:35:57.416Z,2017-05-17T06:37:55.799Z,174.9384925,-40.10468906,2.141875025,32.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.3509035433,161.8183885,0.3695482645,0
2017p368290,,2017-05-17T06:25:03.596Z,2017-05-17T06:26:07.858Z,174.1319157,-41.71460038,1.237664641,12.265625,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.07066477126,91.79576378,0.404679251,0
2017p368255,,2017-05-17T06:06:36.751Z,2017-05-17T06:09:34.821Z,166.7280554,-46.35260882,2.811265663,7.8125,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.1906058209,227.5780807,1.22313991,0
2017p368002,,2017-05-17T03:51:52.778Z,2017-05-17T03:53:27.214Z,176.7376473,-39.75712346,1.774221467,34.53125,M,,NonLinLoc,,automatic,nz3drx,17,17,8,0.1116112316,52.76253142,0.5307105564,0
2017p367975,,2017-05-17T03:37:19.397Z,2017-05-17T03:39:17.794Z,176.7848885,-39.10029342,2.238592741,5.9375,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.2258930337,161.2099334,1.801494856,0
2017p367752,,2017-05-17T01:38:30.065Z,2017-05-17T01:40:06.542Z,176.3215323,-40.53543884,1.915684483,17.890625,M,,NonLinLoc,,automatic,nz3drx,18,18,9,0.1405383109,137.3319712,0.4075244807,0
2017p367744,,2017-05-17T01:34:01.638Z,2017-05-17T01:36:24.525Z,175.4431842,-39.08604826,2.23593636,34.0625,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.2015897354,152.1828315,1.038268105,0
2017p367679,,2017-05-17T00:59:25.267Z,2017-05-17T01:00:17.572Z,177.9315014,-38.91369531,1.572298793,35.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.2340715772,158.4484201,0.5630609743,0
2017p367635,,2017-05-17T00:36:03.060Z,2017-05-17T00:37:36.535Z,172.4477964,-43.63865352,1.945804758,9.921875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.164659183,109.1151628,0.3654933997,0
2017p367572,,2017-05-17T00:02:30.117Z,2017-05-17T00:04:50.200Z,177.9118429,-38.03692197,2.816653097,33.59375,M,,NonLinLoc,,automatic,nz3drx,23,23,14,0.1950216601,57.7887733,0.6025544261,0
2017p367509,,2017-05-16T23:29:03.256Z,2017-05-16T23:30:39.197Z,175.8545048,-40.43313464,2.199020919,21.640625,M,,NonLinLoc,,automatic,nz3drx,22,22,13,0.07577724032,55.14785157,0.4039782188,0
2017p367492,,2017-05-16T23:19:58.108Z,2017-05-16T23:22:28.477Z,175.207652,-38.79536403,2.678544704,51.875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.9460137011,245.0281666,1.764185188,0
2017p367377,,2017-05-16T22:18:30.917Z,2017-05-16T22:20:05.800Z,175.7078507,-38.90363593,2.200265379,7.6953125,M,,NonLinLoc,,automatic,nz3drx,29,29,18,0.06202860185,47.85010005,0.3573312932,0
2017p367344,,2017-05-16T22:00:58.089Z,2017-05-16T22:03:35.605Z,172.2793524,-43.61882731,2.249068532,9.921875,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.1471963796,99.66478634,0.8165149795,0
2017p367099,earthquake,2017-05-16T19:51:06.664Z,2017-05-16T21:28:46.618Z,175.2241211,-39.17029953,1.408153531,14.85756969,M,,LOCSAT,confirmed,manual,iasp91,8,8,4,0.1935026497,166.5762558,0.6311980703,0
2017p367090,,2017-05-16T19:45:47.732Z,2017-05-16T19:48:16.218Z,175.0286225,-39.97231301,2.131746142,25.15625,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.2177609161,126.549415,0.5932134527,0
2017p367089,,2017-05-16T19:45:05.555Z,2017-05-16T19:47:33.458Z,174.3836721,-41.62023158,1.989487243,10.390625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1832133879,132.975374,0.3793058617,0
2017p366960,,2017-05-16T18:36:38.046Z,2017-05-16T18:38:17.637Z,174.2899161,-41.64917209,1.765700181,14.140625,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1169823215,125.9823836,0.2685767516,0
2017p366919,earthquake,2017-05-16T18:14:52.817Z,2017-05-16T20:07:25.729Z,173.724762,-42.23013306,1.785611791,8.046134949,M,,LOCSAT,confirmed,manual,iasp91,15,9,1,0.2312554568,177.0930405,0.6956276857,0
2017p366837,,2017-05-16T17:30:52.550Z,2017-05-16T17:32:43.137Z,171.7274044,-42.78552208,2.227391062,10.15625,M,,NonLinLoc,,automatic,nz3drx,16,16,3,0.2177947519,76.02705844,0.5433156921,0
2017p366827,earthquake,2017-05-16T17:25:44.566Z,2017-05-16T21:29:14.995Z,175.7169037,-38.90088272,2.104534092,6.450983047,M,,LOCSAT,confirmed,manual,iasp91,23,23,18,0.05513238162,114.2129974,0.1859843644,0
2017p366816,,2017-05-16T17:19:43.401Z,2017-05-16T17:21:58.287Z,177.9251141,-37.82911238,2.213081324,45.3125,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1266825238,163.1799818,0.9110434617,0
2017p366748,,2017-05-16T16:43:22.742Z,2017-05-16T16:45:33.788Z,174.1151576,-41.72328449,1.626711755,14.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.07832447875,101.6065876,0.6502543274,0
2017p366745,,2017-05-16T16:42:04.962Z,2017-05-16T16:44:19.380Z,176.0789906,-38.83538506,1.867250646,123.125,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.4353905378,146.0475142,1.279547228,0
2017p366695,,2017-05-16T16:15:22.517Z,2017-05-16T16:17:50.600Z,171.7149189,-43.14593057,1.994638535,10.15625,M,,NonLinLoc,,automatic,nz3drx,15,15,3,0.2981615736,113.1207384,0.7379137966,0
2017p366678,earthquake,2017-05-16T16:06:30.725Z,2017-05-16T21:30:05.419Z,176.8855286,-37.83904266,2.160914121,3.619634151,M,,LOCSAT,confirmed,manual,iasp91,12,12,8,0.07259542495,115.4432373,0.443725286,0
2017p366676,,2017-05-16T16:05:02.577Z,2017-05-16T16:06:49.768Z,176.9163348,-37.75781855,2.145034991,24.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.3021533203,176.84359,1.106094326,0
2017p366640,,2017-05-16T15:46:14.237Z,2017-05-16T15:49:31.390Z,172.7841972,-42.70920011,3.299275571,34.53125,M,,NonLinLoc,,automatic,nz3drx,60,60,33,0.3170985493,82.28144855,1.053749388,0
2017p366626,,2017-05-16T15:38:35.326Z,2017-05-16T15:40:54.245Z,175.8420476,-41.2054613,2.713335999,28.4375,M,,NonLinLoc,,automatic,nz3drx,40,40,24,0.1047887891,168.5030734,0.6183874995,0
2017p366615,earthquake,2017-05-16T15:29:22.858Z,2017-05-16T20:02:35.933Z,-172.3937225,-27.17208862,5.135641342,177.4167175,M,,LOCSAT,confirmed,manual,iasp91,97,82,54,5.302793503,325.791153,1.763239511,0
2017p366579,,2017-05-16T15:13:25.892Z,2017-05-16T15:15:08.138Z,174.2541267,-41.70317332,1.673389445,5.234375,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.05653018777,143.6463765,0.3393963176,0
2017p366435,,2017-05-16T13:56:59.717Z,2017-05-16T13:59:13.608Z,174.7674661,-39.5958324,2.18897007,44.375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.4696438719,150.6727488,0.8619995394,0
2017p366419,,2017-05-16T13:48:33.811Z,2017-05-16T13:50:55.491Z,176.4294182,-38.4594183,1.945525563,130.625,M,,NonLinLoc,,automatic,nz3drx,19,19,5,0.3749554541,213.4590631,1.399525636,0
2017p366389,,2017-05-16T13:32:31.127Z,2017-05-16T18:56:12.208Z,176.7826213,-37.37368451,3.459583819,165.3125,M,,NonLinLoc,,automatic,nz3drx,106,106,55,0.5124312888,141.3543184,2.387492662,0
2017p366353,,2017-05-16T13:12:57.450Z,2017-05-16T13:14:42.708Z,173.8312768,-42.27893315,2.044226528,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.2567131453,202.6548489,0.9025120597,0
2017p366266,,2017-05-16T12:26:58.273Z,2017-05-16T12:28:52.722Z,174.2631108,-41.68425208,1.808394583,13.90625,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.07634032466,148.6899042,0.2720688994,0
2017p366248,,2017-05-16T12:17:23.502Z,2017-05-16T12:19:38.120Z,175.8104742,-40.79191749,1.668351526,20.234375,M,,NonLinLoc,,automatic,nz3drx,15,15,8,0.0586009466,59.08703468,0.4223303953,0
2017p366221,,2017-05-16T12:02:59.223Z,2017-05-16T12:04:44.536Z,174.1344459,-41.80059508,1.815003237,23.28125,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.07802732765,140.3713525,0.514726038,0
2017p366155,,2017-05-16T11:27:49.098Z,2017-05-16T11:30:17.867Z,177.2115681,-37.72366306,2.398165894,123.125,M,,NonLinLoc,,automatic,nz3drx,29,29,10,0.4514067487,184.6483085,2.146051242,0
2017p366137,,2017-05-16T11:17:53.989Z,2017-05-16T11:19:55.468Z,174.1344988,-41.65628365,1.346192639,13.203125,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.1108220568,64.21567908,0.2673587301,0
2017p366129,,2017-05-16T11:13:40.842Z,2017-05-16T11:15:51.437Z,173.4581432,-42.3882317,2.271300436,17.65625,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.06568784034,93.36867784,0.7390924637,0
2017p366105,earthquake,2017-05-16T11:01:17.242Z,2017-05-16T21:31:03.811Z,175.7852173,-39.50153351,1.392428029,41.17774963,M,,LOCSAT,confirmed,manual,iasp91,9,9,6,0.2152305692,181.4934998,0.1356728169,0
2017p366055,,2017-05-16T10:34:43.407Z,2017-05-16T10:37:13.536Z,176.0284059,-37.6668828,2.11829751,113.75,M,,NonLinLoc,,automatic,nz3drx,17,17,5,0.1933998293,251.190553,1.723074869,0
2017p366046,,2017-05-16T10:29:35.129Z,2017-05-16T10:32:06.513Z,177.0236727,-37.84780473,2.380275674,97.8125,M,,NonLinLoc,,automatic,nz3drx,35,35,16,0.3139205482,165.8849486,1.320663846,0
2017p366042,,2017-05-16T10:27:32.243Z,2017-05-16T10:28:59.065Z,176.3861438,-40.20985893,1.700961725,38.28125,M,,NonLinLoc,,automatic,nz3drx,18,18,11,0.1512184536,59.78328413,0.3228401333,0
2017p366037,earthquake,2017-05-16T10:24:54.873Z,2017-05-16T19:51:29.776Z,174.1342163,-41.69724655,2.002561024,7.936086178,M,,LOCSAT,confirmed,manual,iasp91,14,9,6,0.07891096175,80.49855042,0.3230666835,0
2017p366023,,2017-05-16T10:17:12.169Z,2017-05-16T10:19:12.916Z,173.5640618,-42.23444287,2.46128481,24.21875,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.1825875827,123.791317,0.4978165091,0
2017p365979,,2017-05-16T09:54:20.577Z,2017-05-16T09:56:51.879Z,178.0755094,-37.8454359,1.67122559,25.15625,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.02120198587,218.6752584,0.5760233425,0
2017p365970,,2017-05-16T09:49:15.267Z,2017-05-16T09:51:37.673Z,174.9601595,-39.23141841,2.069364491,20.9375,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.1869871811,81.25840341,3.33265134,0
2017p365936,,2017-05-16T09:31:09.957Z,2017-05-16T09:34:11.704Z,176.4267553,-38.69268525,2.027159156,121.25,M,,NonLinLoc,,automatic,nz3drx,29,29,11,0.1415739204,207.7659911,1.945129884,0
2017p365881,,2017-05-16T09:01:50.198Z,2017-05-16T09:04:16.456Z,174.2027194,-41.79925991,2.038308929,18.59375,M,,NonLinLoc,,automatic,nz3drx,23,23,9,0.04939459266,142.8234415,0.6404686948,0
2017p365868,,2017-05-16T08:54:58.121Z,2017-05-16T08:57:23.399Z,175.8129119,-38.8805905,2.599287099,141.875,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.3099013065,182.6029218,1.739411159,0
2017p365855,,2017-05-16T08:48:02.395Z,2017-05-16T08:51:36.388Z,167.7708679,-45.04552945,3.242388346,66.875,M,,NonLinLoc,,automatic,nz3drx,26,26,12,0.3804089087,149.1544987,0.7741584733,0
2017p365736,,2017-05-16T07:44:35.155Z,2017-05-16T07:46:30.978Z,175.5621929,-38.51609837,2.130476577,24.6875,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.1871702122,109.6207026,1.73274373,0
2017p365734,,2017-05-16T07:43:06.953Z,2017-05-16T07:45:19.896Z,173.8392988,-42.26748655,1.734938544,20.9375,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.2680132807,214.525311,0.6884297837,0
2017p365731,,2017-05-16T07:41:46.792Z,2017-05-16T07:44:01.888Z,173.6924252,-42.17143351,1.664953691,20.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,2,0.2703117012,160.5141937,0.5138685122,0
2017p365729,,2017-05-16T07:40:40.962Z,2017-05-16T07:42:15.484Z,176.7584583,-39.7035915,2.144590177,24.453125,M,,NonLinLoc,,automatic,nz3drx,34,34,17,0.1264367899,56.90967375,0.6511366323,0
2017p365685,,2017-05-16T07:17:02.474Z,2017-05-16T07:19:10.724Z,175.7914737,-39.39843575,2.051019809,50.46875,M,,NonLinLoc,,automatic,nz3drx,35,35,22,0.03167251762,34.48550246,0.5273221694,0
2017p365684,,2017-05-16T07:16:33.617Z,2017-05-16T07:18:06.528Z,174.2581738,-41.80088556,1.782783207,12.96875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.05962742223,148.3462974,0.2958843223,0
2017p365607,,2017-05-16T06:35:25.843Z,2017-05-16T06:37:52.414Z,173.8025069,-42.34317151,2.220183906,25.625,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.2083270615,176.898168,0.7944407759,0
2017p365600,,2017-05-16T06:31:54.611Z,2017-05-16T06:34:34.394Z,167.302156,-45.51119193,2.275599179,35.9375,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.1167425679,135.7386865,0.6058518877,0
2017p365595,,2017-05-16T06:29:12.848Z,2017-05-16T06:31:38.579Z,174.2411714,-41.79037749,1.828495582,21.40625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.04428959908,146.2100402,0.602700172,0
2017p365591,earthquake,2017-05-16T06:27:06.905Z,2017-05-16T21:32:21.485Z,175.125473,-39.13888931,1.929462452,20.30022621,M,,LOCSAT,confirmed,manual,iasp91,17,17,10,0.2280522436,157.1056976,0.09616600515,0
2017p365486,,2017-05-16T05:31:06.957Z,2017-05-16T05:33:10.031Z,176.2552978,-39.98424542,2.272645594,24.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.4651886691,187.3009812,0.7132720991,0
2017p365476,,2017-05-16T05:26:07.714Z,2017-05-16T05:27:06.962Z,174.2569682,-41.64236504,1.251786351,16.25,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.1134146695,112.708957,0.5242427601,0
2017p365434,,2017-05-16T05:03:59.992Z,2017-05-16T05:06:02.871Z,175.1613543,-40.06136067,1.88123641,134.375,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.6721424595,186.9535944,1.617582292,0
2017p365378,,2017-05-16T04:33:50.047Z,2017-05-16T04:35:52.745Z,176.2894258,-39.27353986,1.806704816,30.78125,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1793651481,82.89286492,0.5015081569,0
2017p365333,,2017-05-16T04:09:53.412Z,2017-05-16T04:11:37.358Z,176.7243535,-40.1000185,1.967266254,21.40625,M,,NonLinLoc,,automatic,nz3drx,21,21,11,0.1275851345,146.1096473,0.5451346385,0
2017p365324,,2017-05-16T04:05:00.708Z,2017-05-16T04:06:56.292Z,176.0771662,-39.20373746,1.461238504,25.15625,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.286252478,154.7005244,0.2804082713,0
2017p365303,,2017-05-16T03:53:35.102Z,2017-05-16T03:55:13.365Z,175.5167989,-40.01536195,1.907476994,30.3125,M,,NonLinLoc,,automatic,nz3drx,25,25,10,0.3416083321,93.12959302,0.9088295861,0
2017p365296,earthquake,2017-05-16T03:50:17.811Z,2017-05-16T21:32:45.165Z,175.41362,-39.10514832,0.7708757717,11.94278622,M,,LOCSAT,confirmed,manual,iasp91,9,9,4,0.03892230242,217.7891045,0.1671997132,0
2017p365244,earthquake,2017-05-16T03:22:06.298Z,2017-05-16T19:50:12.423Z,174.9907407,-40.16463144,2.941881001,25.15625,M,,NonLinLoc,confirmed,manual,nz3drx,11,7,6,0.2500581763,174.3785855,0.235087542,0
2017p365168,,2017-05-16T02:41:31.653Z,2017-05-16T02:43:10.345Z,176.5654648,-39.92941735,1.89506738,21.640625,M,,NonLinLoc,,automatic,nz3drx,30,30,15,0.1701234858,58.5564637,0.504384018,0
2017p365036,,2017-05-16T01:31:38.893Z,2017-05-16T01:33:10.475Z,175.8675633,-40.59940074,1.387955013,30.3125,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.09079567573,127.8848323,0.3378776383,0
2017p364982,earthquake,2017-05-16T01:02:55.561Z,2017-05-16T19:44:45.720Z,175.8128662,-40.6791687,2.555959239,20.18485832,M,,LOCSAT,confirmed,manual,iasp91,13,8,6,0.1114808396,77.31045532,0.3029206557,0
2017p364962,,2017-05-16T00:51:46.586Z,2017-05-16T00:54:11.851Z,174.8001729,-39.35664384,2.175776943,153.125,M,,NonLinLoc,,automatic,nz3drx,38,38,13,0.5178595588,134.1650257,1.397848155,0
2017p364906,,2017-05-16T00:22:27.080Z,2017-05-16T00:25:06.634Z,175.9721257,-39.33557163,2.084839134,50.9375,M,,NonLinLoc,,automatic,nz3drx,20,20,8,0.1668994244,90.96254868,1.607812691,0
2017p364859,,2017-05-15T23:57:07.430Z,2017-05-15T23:59:28.068Z,173.4069984,-42.51024491,2.321983909,19.53125,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1358680314,148.9076374,0.806014519,0
2017p364785,,2017-05-15T23:17:47.682Z,2017-05-15T23:19:42.134Z,177.8351304,-39.18559802,2.019040877,17.1875,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.06536501627,163.1464512,0.3460423201,0
2017p364752,,2017-05-15T23:00:11.921Z,2017-05-15T23:02:35.323Z,177.8427404,-37.46007287,2.483423123,39.6875,M,,NonLinLoc,,automatic,nz3drx,20,20,12,0.3024938906,172.824479,0.614137429,0
2017p364715,,2017-05-15T22:40:19.148Z,2017-05-15T22:42:32.184Z,174.2694338,-39.81096589,2.275089395,60.3125,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.7873058884,147.5574927,0.9639939298,0
2017p364696,,2017-05-15T22:30:08.824Z,2017-05-15T22:31:25.759Z,175.9307922,-40.3037194,1.232433075,24.921875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1554649506,115.1557691,0.6141332404,0
2017p364687,,2017-05-15T22:25:30.076Z,2017-05-15T22:27:25.302Z,172.30277,-43.56105246,1.572216193,9.921875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.2026449629,89.74714897,0.3175275895,0
2017p364675,,2017-05-15T22:19:03.886Z,2017-05-15T22:31:04.427Z,178.1901264,-37.87064185,2.186643531,34.0625,M,,NonLinLoc,,automatic,nz3drx,16,16,10,0.08600107802,238.5159097,0.9198960161,0
2017p364656,,2017-05-15T22:09:12.112Z,2017-05-15T22:27:47.963Z,176.7957066,-39.9421851,1.732605858,16.71875,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.1016664256,127.6216979,0.5313146002,0
2017p364643,,2017-05-15T22:02:24.189Z,2017-05-15T22:03:36.353Z,175.4409101,-39.19769864,0.4724363681,10.15625,M,,NonLinLoc,,automatic,nz3drx,13,13,1,0.1036176717,124.9101323,0.6688575123,0
2017p364542,,2017-05-15T21:08:12.394Z,2017-05-15T22:08:21.970Z,175.6850157,-39.46272719,0.8292263902,14.140625,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.07661326658,199.7506294,0.2555782414,0
2017p364535,,2017-05-15T21:04:27.706Z,2017-05-15T21:06:53.599Z,176.4360306,-39.13632595,2.306332756,54.6875,M,,NonLinLoc,,automatic,nz3drx,26,26,10,0.05240963958,117.7272551,1.449905221,0
2017p364534,,2017-05-15T21:04:05.917Z,2017-05-15T21:05:53.047Z,178.0295618,-37.57916434,1.810589762,30.3125,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.2204156806,216.9323524,0.863099049,0
2017p364460,,2017-05-15T20:24:53.316Z,2017-05-15T21:54:59.589Z,176.0472463,-39.1044722,2.062741045,79.0625,M,,NonLinLoc,,automatic,nz3drx,56,56,25,0.2636621651,70.41257018,1.749613233,0
2017p364447,,2017-05-15T20:17:23.429Z,2017-05-15T20:19:32.664Z,173.3956286,-42.50323953,2.405019618,16.71875,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.1374519216,143.9864968,0.8529710671,0
2017p364431,,2017-05-15T20:09:09.901Z,2017-05-15T20:11:32.884Z,173.1005477,-42.99208567,2.564098887,11.09375,M,,NonLinLoc,,automatic,nz3drx,26,26,14,0.05390689059,159.5554602,0.9824569262,0
2017p364417,earthquake,2017-05-15T20:01:33.317Z,2017-05-16T19:42:43.579Z,173.3535614,-42.45281601,2.839378449,4.600201607,M,,LOCSAT,confirmed,manual,iasp91,12,6,6,0.1421097368,129.4006577,0.5068140178,0
2017p364327,,2017-05-15T19:15:05.391Z,2017-05-15T21:33:00.835Z,177.4702761,-39.38607269,2.166405556,25.15625,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.3519644278,172.8353334,0.4701797352,0
2017p364315,,2017-05-15T19:07:28.599Z,2017-05-15T19:10:05.588Z,172.5748646,-41.69473809,2.39381152,10.15625,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.256134933,92.59405492,0.8435361476,0
2017p364301,,2017-05-15T18:59:53.931Z,2017-05-15T19:03:12.191Z,174.1206093,-41.707595,2.116459285,13.671875,M,,NonLinLoc,,automatic,nz3drx,26,26,13,0.08143726668,89.81562547,0.8175696745,0
2017p364298,,2017-05-15T18:58:35.068Z,2017-05-15T19:00:41.230Z,177.669433,-37.08482126,2.392538426,74.375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.6735239488,253.3857925,1.243502577,0
2017p364271,,2017-05-15T18:43:59.264Z,2017-05-15T18:45:37.061Z,174.2494666,-41.65132008,1.662654256,14.140625,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.1032021477,122.9342183,0.3149200852,0
2017p364244,,2017-05-15T18:29:44.188Z,2017-05-15T18:31:41.307Z,178.0360497,-37.89418309,1.542556603,19.53125,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.04624892787,107.4513709,0.5445917443,0
2017p364219,,2017-05-15T18:16:18.843Z,2017-05-15T21:14:17.327Z,175.0274839,-39.4419374,1.695087782,25.15625,M,,NonLinLoc,,automatic,nz3drx,22,22,9,0.2918881374,93.8086666,0.2632247275,0
2017p364183,earthquake,2017-05-15T17:57:07.908Z,2017-05-15T19:12:15.931Z,177.0655212,-37.68675232,1.549213756,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,8,8,3,0.1877957433,139.3425045,0.4236236782,0
2017p364160,,2017-05-15T17:44:53.510Z,2017-05-15T17:47:26.627Z,174.1541116,-41.69022679,1.625922937,13.671875,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.07469479878,68.54464198,0.4558413463,0
