publicid,eventtype,datetime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2017p336987,,2017-05-05T16:27:06.786Z,2017-05-05T16:29:20.738Z,173.4996534,-40.66552212,2.164561612,115.625,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.3466793929,195.9573835,0.9607185058,0
2017p336984,,2017-05-05T16:25:06.342Z,2017-05-05T16:27:27.733Z,173.5067029,-41.50849755,2.113643806,12.03125,M,,NonLinLoc,,automatic,nz3drx,23,23,8,0.3046194206,64.11990793,1.0246278,0
2017p336981,,2017-05-05T16:23:53.779Z,2017-05-05T16:25:55.217Z,176.0431681,-38.73760021,1.703998134,99.6875,M,,NonLinLoc,,automatic,nz3drx,33,33,9,0.3035565684,179.9650019,1.329812096,0
2017p336931,earthquake,2017-05-05T15:57:10.121Z,2017-05-07T09:00:27.054Z,175.7398075,-39.43021137,0.9315756229,19.53125,M,,NonLinLoc,confirmed,manual,nz3drx,11,8,2,0.1721558304,217.8027468,0.265644127,0
2017p336917,,2017-05-05T15:49:43.403Z,2017-05-05T15:51:27.635Z,176.6070062,-39.41985956,1.619722642,8.28125,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.07270424852,178.7412195,1.072312184,0
2017p336872,,2017-05-05T15:25:40.602Z,2017-05-05T15:27:29.331Z,171.2941034,-43.55899961,1.009525851,6.640625,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.1998590577,82.90336784,0.4057314655,0
2017p336866,,2017-05-05T15:22:20.483Z,2017-05-05T15:24:48.503Z,176.3823684,-38.35462807,2.292352653,116.5625,M,,NonLinLoc,,automatic,nz3drx,38,38,11,0.1442753782,121.2883918,1.5353998,0
2017p336861,,2017-05-05T15:19:37.300Z,2017-05-05T15:21:39.129Z,176.3218221,-39.66789149,1.821267379,25.15625,M,,NonLinLoc,,automatic,nz3drx,38,38,14,0.04436111078,53.24533205,0.5812415537,0
2017p336851,,2017-05-05T15:14:16.493Z,2017-05-05T15:16:16.736Z,174.6414299,-41.63030946,1.875302242,32.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.3429327227,184.2945493,0.2741118442,0
2017p336782,,2017-05-05T14:37:41.259Z,2017-05-05T14:39:40.016Z,174.3318721,-41.55281456,1.772699819,26.09375,M,,NonLinLoc,,automatic,nz3drx,20,20,8,0.217761831,125.7925978,0.3528456568,0
2017p336745,,2017-05-05T14:18:02.488Z,2017-05-05T14:19:54.390Z,174.5216184,-41.60510351,1.827589879,14.84375,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.2739072254,150.3626408,0.4750062675,0
2017p336682,,2017-05-05T13:44:19.798Z,2017-05-05T13:47:59.666Z,174.2022654,-40.23102628,2.394459429,57.96875,M,,NonLinLoc,,automatic,nz3drx,65,65,30,0.6133320792,100.7524385,0.7757245698,0
2017p336665,earthquake,2017-05-05T13:35:42.232Z,2017-05-05T19:26:23.664Z,174.7381134,-40.9879837,2.976999223,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,8,6,0.1817555577,168.3697815,0.5117877869,0
2017p336543,,2017-05-05T12:30:58.172Z,2017-05-05T12:32:38.161Z,167.9251904,-46.66634251,1.607264483,15.3125,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.1756668095,194.438088,0.6817574151,0
2017p336478,,2017-05-05T11:55:48.139Z,2017-05-05T11:57:55.981Z,175.3148296,-39.25222221,2.107470054,81.875,M,,NonLinLoc,,automatic,nz3drx,27,27,6,0.1855767455,70.07527444,1.671049704,0
2017p336446,,2017-05-05T11:38:28.473Z,2017-05-05T11:40:09.823Z,173.0229371,-42.5975888,2.592335656,19.0625,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.3698415688,114.1288176,2.003877527,0
2017p336445,,2017-05-05T11:38:21.116Z,2017-05-05T11:39:57.813Z,176.2156341,-40.14390278,1.568129525,6.640625,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1626000223,84.03826142,0.3922034546,0
2017p336389,,2017-05-05T11:08:24.085Z,2017-05-05T11:25:49.233Z,176.0335241,-40.27929272,1.531627865,44.84375,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.1025227846,105.0014637,0.4264418361,0
2017p336322,,2017-05-05T10:32:39.698Z,2017-05-05T10:35:11.538Z,174.3623164,-41.72386544,2.385764105,10.15625,M,,NonLinLoc,,automatic,nz3drx,27,27,12,0.1142491709,146.5257097,0.8014714931,0
2017p336309,,2017-05-05T10:25:55.343Z,2017-05-05T10:27:49.336Z,175.8028719,-38.57351565,1.668499891,93.125,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.08636528751,185.8102693,1.142284034,0
2017p336256,,2017-05-05T09:57:21.655Z,2017-05-05T09:59:01.716Z,176.8507258,-39.87801936,1.753971792,17.890625,M,,NonLinLoc,,automatic,nz3drx,20,20,9,0.0852504705,139.1844792,0.3853451026,0
2017p336232,,2017-05-05T09:44:49.410Z,2017-05-05T09:47:02.657Z,173.6876939,-42.20133208,2.103686068,27.96875,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.2418550494,162.9691011,0.5287325094,0
2017p336222,,2017-05-05T09:39:33.259Z,2017-05-05T09:41:52.650Z,175.7912376,-40.03695904,2.275481816,54.6875,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.1312646942,155.5291168,1.099522476,0
2017p336221,earthquake,2017-05-05T09:39:07.334Z,2017-05-05T10:43:52.295Z,175.7398861,-37.93134442,2.646997762,115.625,M,,NonLinLoc,confirmed,manual,nz3drx,16,9,1,1.11642045,259.6949713,1.371765426,0
2017p336045,,2017-05-05T08:05:11.862Z,2017-05-05T08:07:06.401Z,176.6982614,-40.28338188,1.561959426,14.140625,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.05001418372,193.6809547,0.1514331065,0
2017p335993,earthquake,2017-05-05T07:37:22.052Z,2017-05-07T08:28:07.150Z,176.821543,-37.9898565,1.892705404,9.21875,M,,NonLinLoc,confirmed,manual,nz3drx,16,14,6,0.1161770195,91.34944688,0.6714320398,0
2017p335930,,2017-05-05T07:03:54.996Z,2017-05-05T07:08:53.070Z,176.0437432,-38.43254764,3.254799502,142.34375,M,,NonLinLoc,,automatic,nz3drx,134,134,82,0.09925390406,37.20571734,1.481116118,0
2017p335789,,2017-05-05T05:48:36.036Z,2017-05-05T05:52:04.502Z,173.606252,-42.28239677,1.911434734,26.09375,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.1428369692,157.3854008,0.4033264236,0
2017p335576,,2017-05-05T03:55:08.385Z,2017-05-05T03:57:38.462Z,176.5351743,-38.3560023,2.371769188,145.625,M,,NonLinLoc,,automatic,nz3drx,28,28,6,0.4262881107,207.7705984,1.501588244,0
2017p335506,,2017-05-05T03:17:37.485Z,2017-05-05T03:19:28.775Z,173.8150819,-40.59150188,2.252618564,84.6875,M,,NonLinLoc,,automatic,nz3drx,23,23,8,0.2258263944,110.8681986,0.7139148735,0
2017p335342,,2017-05-05T01:50:29.497Z,2017-05-05T01:52:52.933Z,174.2328069,-41.76343972,2.284897099,10.15625,M,,NonLinLoc,,automatic,nz3drx,18,18,9,0.01881320774,158.6725961,0.4405476994,0
2017p335329,,2017-05-05T01:43:21.430Z,2017-05-05T01:45:20.882Z,176.7693643,-39.63059641,2.059182925,19.765625,M,,NonLinLoc,,automatic,nz3drx,27,27,13,0.1814794165,128.1587098,0.5302978404,0
2017p335226,,2017-05-05T00:48:44.925Z,2017-05-05T00:51:03.503Z,175.8494111,-40.6980515,2.072290813,5.234375,M,,NonLinLoc,,automatic,nz3drx,17,17,4,0.171627519,90.75933046,2.452318893,0
2017p335182,,2017-05-05T00:25:07.092Z,2017-05-05T00:27:06.343Z,176.3163042,-40.13442539,1.923469779,44.84375,M,,NonLinLoc,,automatic,nz3drx,25,25,13,0.1188588077,52.83971672,0.5951629895,0
2017p335145,,2017-05-05T00:05:34.597Z,2017-05-05T00:07:52.737Z,175.0532554,-39.85548122,2.28532989,34.765625,M,,NonLinLoc,,automatic,nz3drx,49,49,24,0.1110506578,52.8979944,0.6069875615,0
2017p335136,,2017-05-05T00:00:45.087Z,2017-05-05T00:53:59.923Z,176.2211583,-38.17129824,1.338572532,6.40625,M,,NonLinLoc,confirmed,manual,nz3drx,7,6,4,0.02217236181,175.2554292,0.283898745,0
2017p335108,,2017-05-04T23:45:37.429Z,2017-05-05T00:46:00.335Z,176.2108051,-38.10846767,1.276974043,8.515625,M,,NonLinLoc,confirmed,manual,nz3drx,6,5,4,0.01966295423,96.94632589,0.2016928167,0
2017p335066,,2017-05-04T23:23:31.312Z,2017-05-04T23:24:28.400Z,174.2184266,-41.56949566,1.628054366,24.21875,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.1812636301,114.7318231,0.4277859858,0
2017p335054,,2017-05-04T23:17:16.292Z,2017-05-04T23:19:29.198Z,175.0164436,-39.88355582,2.18946533,29.375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.7401983896,207.513127,1.250885153,0
2017p335032,,2017-05-04T23:05:30.742Z,2017-05-04T23:07:27.566Z,172.7902051,-43.54072895,2.13984429,15.78125,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.193587063,193.1999751,0.7353172363,0
2017p335016,earthquake,2017-05-04T22:57:18.215Z,2017-05-05T00:55:43.946Z,175.7059472,-39.36582777,0.8704128448,17.65625,M,,NonLinLoc,confirmed,manual,nz3drx,13,10,1,0.1211880541,262.2195825,0.4274511656,0
2017p334982,,2017-05-04T22:38:28.154Z,2017-05-04T22:40:09.889Z,175.8747325,-40.5904457,1.981800891,30.078125,M,,NonLinLoc,,automatic,nz3drx,19,19,13,0.08166901961,86.71770114,0.2406584908,0
2017p334904,,2017-05-04T21:57:01.819Z,2017-05-04T21:59:30.872Z,173.4394967,-42.50284289,2.665547071,9.6875,M,,NonLinLoc,,automatic,nz3drx,15,15,5,0.1140141617,163.4639544,0.9745394047,0
2017p334894,earthquake,2017-05-04T21:51:59.056Z,2017-05-05T01:06:09.741Z,176.3494415,-39.96622086,2.751482987,22.67357826,M,,LOCSAT,confirmed,manual,iasp91,26,20,15,0.1203625202,44.48604584,0.403915191,0
2017p334883,earthquake,2017-05-04T21:46:11.821Z,2017-05-05T01:04:14.793Z,175.5380249,-41.09274292,2.916375414,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,17,13,0.07070479542,66.62854004,0.3767411015,0
2017p334875,,2017-05-04T21:41:29.916Z,2017-05-04T21:43:15.702Z,174.2682783,-41.77448968,2.525231181,19.53125,M,,NonLinLoc,,automatic,nz3drx,26,26,13,0.04665401746,151.7321146,0.8263072334,0
2017p334751,,2017-05-04T20:35:23.363Z,2017-05-04T20:37:42.519Z,177.915793,-38.3768562,2.899653591,35.46875,M,,NonLinLoc,,automatic,nz3drx,40,40,25,0.2472476819,72.89480075,0.7436124785,0
2017p334738,,2017-05-04T20:28:35.069Z,2017-05-04T20:30:39.765Z,174.2754221,-41.76802618,1.872672712,17.65625,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.04874033301,163.6422863,0.521161221,0
2017p334679,,2017-05-04T19:57:24.553Z,2017-05-04T19:59:53.561Z,174.5837475,-40.52604555,2.064618052,10.15625,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.413672699,144.7249333,1.073548193,0
2017p334556,,2017-05-04T18:51:59.132Z,2017-05-04T18:54:15.094Z,176.1026198,-38.43269288,2.226668644,120.3125,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.4513356064,102.4234971,1.256087349,0
2017p334547,,2017-05-04T18:47:09.658Z,2017-05-04T18:49:22.537Z,173.6214699,-42.22610232,2.31075734,30.78125,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1998079436,153.6924838,0.3858349552,0
2017p334452,,2017-05-04T17:56:09.386Z,2017-05-04T17:58:27.444Z,175.4878416,-38.9206676,1.777981082,99.6875,M,,NonLinLoc,,automatic,nz3drx,31,31,7,0.2097364709,57.92439304,1.034254627,0
2017p334435,earthquake,2017-05-04T17:47:00.701Z,2017-05-04T21:53:20.373Z,175.6596832,-39.50047684,1.554735854,12.19575119,M,,LOCSAT,confirmed,manual,iasp91,24,22,11,0.11816708,84.51679993,0.4618414617,0
2017p334376,,2017-05-04T17:16:12.558Z,2017-05-04T17:18:07.708Z,177.6520208,-38.86017737,1.738636276,7.8125,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.163484603,145.9592564,0.3984473646,0
2017p334304,earthquake,2017-05-04T16:37:43.791Z,2017-05-04T21:55:17.593Z,175.644516,-39.52684021,2.622454837,8.096981049,M,,LOCSAT,confirmed,manual,iasp91,49,46,29,0.1463380456,99.79859924,0.5073649704,0
2017p334276,,2017-05-04T16:22:30.202Z,2017-05-04T16:24:30.174Z,176.7914811,-39.7587491,1.656911599,37.34375,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.07343876766,100.5040413,0.3090921786,0
2017p334190,,2017-05-04T15:37:06.554Z,2017-05-04T15:39:40.867Z,174.1252807,-40.22037297,2.645789278,79.0625,M,,NonLinLoc,,automatic,nz3drx,50,50,17,0.6050152687,105.4071635,1.04428409,0
2017p334185,,2017-05-04T15:34:04.642Z,2017-05-04T15:36:04.843Z,173.521184,-42.22985642,2.143850334,17.65625,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.1864942122,146.8855068,0.3070523969,0
2017p334142,,2017-05-04T15:11:10.909Z,2017-05-04T15:13:14.703Z,174.1421458,-41.76995631,1.69532837,11.796875,M,,NonLinLoc,,automatic,nz3drx,17,17,5,0.05718991113,144.7646009,0.4927778449,0
2017p334110,earthquake,2017-05-04T14:54:04.351Z,2017-05-04T21:56:35.819Z,175.6720798,-39.47067109,1.096787573,16.953125,M,,NonLinLoc,confirmed,manual,nz3drx,14,11,4,0.08946970992,195.9772739,0.2423072333,0
2017p334032,,2017-05-04T14:12:39.534Z,2017-05-04T14:14:18.314Z,176.9169397,-39.36927439,1.641467101,23.28125,M,,NonLinLoc,,automatic,nz3drx,16,16,4,0.1248919533,136.8364966,0.5744643527,0
2017p333998,,2017-05-04T13:54:27.959Z,2017-05-04T13:56:24.194Z,175.5459088,-41.09958455,2.175408532,7.9296875,M,,NonLinLoc,,automatic,nz3drx,29,29,15,0.06974820692,70.02464756,0.5851305881,0
2017p333926,,2017-05-04T13:16:02.245Z,2017-05-04T13:18:36.948Z,178.3575417,-37.55605881,1.739646516,20.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.0420565,274.2996464,0.6814883259,0
2017p333920,,2017-05-04T13:12:59.964Z,2017-05-04T13:15:02.639Z,173.9695124,-42.35303153,2.517949378,29.84375,M,,NonLinLoc,,automatic,nz3drx,17,17,5,0.3246515206,184.008661,0.7177066716,0
2017p333703,,2017-05-04T11:17:00.084Z,2017-05-04T11:19:25.735Z,168.3523524,-44.48789758,2.681035412,5.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.3471786839,157.4402439,1.339284039,0
2017p333701,,2017-05-04T11:15:53.259Z,2017-05-04T11:18:16.962Z,168.3498067,-44.49786377,2.526258315,5.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.3408451227,155.6199414,1.514515801,0
2017p333641,,2017-05-04T10:43:57.243Z,2017-05-04T10:46:00.466Z,174.4055178,-40.62581363,2.027425132,63.125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.4099700144,190.4049676,0.5563529467,0
2017p333529,,2017-05-04T09:44:19.858Z,2017-05-04T09:46:19.548Z,173.6164858,-42.17923218,2.281479167,21.40625,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.2439409126,148.1961072,0.6286625792,0
2017p333498,,2017-05-04T09:27:51.091Z,2017-05-04T09:29:50.435Z,174.0361955,-41.77519081,1.799203895,13.203125,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.1325007852,130.7626659,0.4822604649,0
2017p333439,,2017-05-04T08:57:00.197Z,2017-05-04T08:59:34.505Z,177.2634478,-37.67195507,2.331976873,123.125,M,,NonLinLoc,,automatic,nz3drx,18,18,8,0.4154674048,250.1735849,1.996730586,0
2017p333316,,2017-05-04T07:50:53.715Z,2017-05-04T07:52:27.940Z,175.9659134,-38.59186145,1.653094963,111.875,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.4193999917,116.669967,1.255270338,0
2017p333251,,2017-05-04T07:16:34.486Z,2017-05-04T07:18:12.781Z,174.2818003,-41.64142651,1.625523755,14.84375,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.1210812428,132.6209042,0.2947111108,0
2017p333231,,2017-05-04T07:06:11.893Z,2017-05-04T07:08:30.448Z,174.9487275,-39.49458393,2.309655989,115.625,M,,NonLinLoc,,automatic,nz3drx,32,32,15,0.3723549926,191.9694177,1.635786795,0
2017p332971,,2017-05-04T04:47:18.452Z,2017-05-04T09:06:55.223Z,176.4522464,-38.04675993,2.433393977,96.875,M,,NonLinLoc,,automatic,nz3drx,20,20,8,0.5523971116,215.132411,1.198071779,0
2017p332815,,2017-05-04T03:23:55.341Z,2017-05-04T08:33:16.614Z,176.6863229,-39.84223272,1.70035802,32.65625,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1547123329,73.75758056,0.200288947,0
2017p332677,,2017-05-04T02:10:18.201Z,2017-05-04T02:12:27.810Z,173.0576802,-42.50345187,2.657685218,17.65625,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.3659314538,105.9115986,0.4248909039,0
2017p332649,,2017-05-04T01:55:31.230Z,2017-05-04T01:58:48.714Z,173.3044366,-42.60073391,2.830036471,27.03125,M,,NonLinLoc,,automatic,nz3drx,33,33,18,0.2536129138,140.1253921,0.9576113238,0
2017p332590,earthquake,2017-05-04T01:24:11.913Z,2017-05-04T05:29:35.180Z,175.6757698,-39.48912307,1.612615279,19.765625,M,,NonLinLoc,confirmed,manual,nz3drx,18,16,8,0.1017245663,137.2434399,0.2488152721,0
2017p332586,,2017-05-04T01:22:14.968Z,2017-05-04T01:24:06.349Z,174.9208311,-40.59115533,1.812872373,41.5625,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.2717587964,126.7975398,0.9004779185,0
2017p332553,,2017-05-04T01:05:30.703Z,2017-05-04T01:25:30.762Z,175.1453025,-40.54782695,2.273974974,181.25,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.2707897369,151.2333546,2.944965698,0
2017p332550,,2017-05-04T01:02:41.310Z,2017-05-04T01:04:56.336Z,175.5616999,-40.87955185,2.470479519,20.703125,M,,NonLinLoc,,automatic,nz3drx,37,37,23,0.04084356245,58.1820587,0.4379929696,0
2017p332545,earthquake,2017-05-04T01:00:12.853Z,2017-05-04T05:31:53.622Z,174.9362102,-39.23235693,1.501568941,27.03125,M,,NonLinLoc,confirmed,manual,nz3drx,13,11,3,0.1725379092,135.6384572,0.4823756462,0
2017p332538,,2017-05-04T00:56:33.640Z,2017-05-04T00:58:50.291Z,172.0051193,-43.25029061,2.406673108,9.921875,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.07956326548,85.83607726,0.7278738077,0
2017p332500,earthquake,2017-05-04T00:36:01.974Z,2017-05-04T05:51:42.478Z,176.3132305,-38.70337211,2.593149296,69.921875,M,,NonLinLoc,confirmed,manual,nz3drx,56,53,31,0.1423875902,103.342858,0.6415582618,0
2017p332404,,2017-05-03T23:45:14.495Z,2017-05-04T00:58:32.710Z,175.8483369,-40.6571756,2.42762393,23.28125,M,,NonLinLoc,,automatic,nz3drx,36,36,24,0.1229357491,56.25692996,0.5134406963,0
2017p332343,,2017-05-03T23:12:36.115Z,2017-05-04T00:47:10.527Z,176.5256597,-40.04321572,1.872940803,34.765625,M,,NonLinLoc,,automatic,nz3drx,17,17,9,0.07024127288,74.07044588,0.3221987418,0
2017p332291,earthquake,2017-05-03T22:44:48.743Z,2017-05-03T23:47:32.246Z,177.1588974,-37.55456186,2.58837927,7.109375,M,,NonLinLoc,confirmed,manual,nz3drx,11,9,6,0.03627524872,93.91234011,0.2808456537,0
2017p332284,,2017-05-03T22:40:58.316Z,2017-05-03T22:57:22.745Z,175.8128054,-38.7838894,2.767826851,146.5625,M,,NonLinLoc,,automatic,nz3drx,48,48,20,0.4716609401,68.60284046,1.352425823,0
2017p332256,,2017-05-03T22:26:33.985Z,2017-05-04T00:44:41.396Z,178.3575417,-37.55605881,2.48087793,22.8125,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.0420565,274.2996464,0.7500757053,0
2017p332247,,2017-05-03T22:21:28.617Z,2017-05-04T00:43:45.652Z,177.5554066,-39.18541372,2.182713149,20.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.1899933104,165.5239188,0.2357631869,0
2017p332188,,2017-05-03T21:50:03.834Z,2017-05-03T21:51:41.967Z,177.6294267,-38.84865815,2.119877302,6.171875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.1765817305,109.0718223,0.352981502,0
2017p332167,,2017-05-03T21:38:41.126Z,2017-05-03T21:40:00.583Z,176.222715,-40.3941413,1.496646323,19.765625,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1016552242,150.0670302,0.3142007199,0
2017p332141,,2017-05-03T21:25:05.805Z,2017-05-03T21:27:08.808Z,174.255478,-41.71489086,2.194854923,9.921875,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.04766099373,147.6923878,0.4758043491,0
2017p332121,,2017-05-03T21:14:27.595Z,2017-05-03T21:15:37.690Z,175.8813813,-40.61064902,1.313550919,22.578125,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.08843573077,82.50817535,0.4168799351,0
2017p332080,,2017-05-03T20:52:59.021Z,2017-05-03T20:54:55.596Z,176.3002151,-40.27395205,1.563400833,33.59375,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1067123421,59.80806529,0.5226164772,0
2017p332068,,2017-05-03T20:46:24.353Z,2017-05-03T20:47:47.510Z,175.8863327,-40.59495953,1.124567986,29.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.07607054618,76.51246585,1.147363656,0
2017p331940,earthquake,2017-05-03T19:37:55.373Z,2017-05-04T05:35:08.903Z,175.0400762,-39.1229467,1.843709864,13.671875,M,,NonLinLoc,confirmed,manual,nz3drx,16,14,5,0.2188737401,103.2300965,0.5428125142,0
2017p331936,,2017-05-03T19:35:45.899Z,2017-05-04T00:25:37.703Z,176.6884007,-39.87812553,1.836032023,30.078125,M,,NonLinLoc,,automatic,nz3drx,19,19,10,0.1688627322,79.77284264,0.4856594028,0
2017p331738,earthquake,2017-05-03T17:50:15.284Z,2017-05-03T23:42:17.567Z,177.1532576,-37.52439234,2.569720642,8.984375,M,,NonLinLoc,confirmed,manual,nz3drx,10,9,7,0.02086940546,143.7323362,0.1660096132,0
2017p331716,,2017-05-03T17:38:29.916Z,2017-05-03T17:41:02.040Z,172.614962,-41.57070259,2.676440873,88.4375,M,,NonLinLoc,,automatic,nz3drx,34,34,9,0.2020266445,100.9871112,1.07222144,0
2017p331688,,2017-05-03T17:23:49.478Z,2017-05-03T17:26:27.652Z,174.0631488,-41.82186263,2.625233862,15.78125,M,,NonLinLoc,,automatic,nz3drx,17,17,5,0.1338719626,154.8404488,0.6436653665,0
2017p331685,,2017-05-03T17:22:18.649Z,2017-05-03T17:24:57.665Z,177.5389835,-37.71550682,2.753839207,5.46875,M,,NonLinLoc,,automatic,nz3drx,22,22,13,0.1951858816,156.5029387,1.93525101,0
2017p331684,earthquake,2017-05-03T17:22:07.765Z,2017-05-03T20:20:25.987Z,173.5198822,-41.80396652,2.233758013,33.34205627,M,,LOCSAT,confirmed,manual,iasp91,6,5,2,0.2807213068,220.8457565,1.355952439,0
2017p331675,,2017-05-03T17:16:47.615Z,2017-05-03T17:19:07.437Z,178.457865,-37.7457069,2.32582967,39.6875,M,,NonLinLoc,,automatic,nz3drx,20,20,9,0.08269743263,262.8997354,1.516151291,0
2017p331669,,2017-05-03T17:13:37.920Z,2017-05-03T22:41:40.750Z,175.0002043,-39.6462443,2.487274785,99.6875,M,,NonLinLoc,,automatic,nz3drx,39,39,13,0.1110383868,103.1792014,0.9802643903,0
2017p331655,,2017-05-03T17:06:07.346Z,2017-05-03T17:07:52.775Z,174.9942747,-39.37755381,2.285729337,20.46875,M,,NonLinLoc,,automatic,nz3drx,23,23,9,0.2874073072,77.4309148,0.3538803001,0
2017p331647,,2017-05-03T17:01:51.681Z,2017-05-03T17:02:45.915Z,177.5990957,-38.85606018,1.664799848,5.234375,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.1744191236,101.2578529,0.4795359719,0
2017p331628,,2017-05-03T16:51:49.442Z,2017-05-03T16:54:22.158Z,173.8737239,-42.44702322,2.406762686,26.09375,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.2486898121,171.0328795,1.019150493,0
2017p331591,,2017-05-03T16:31:42.565Z,2017-05-03T22:28:03.088Z,176.8193401,-39.94622967,1.700941722,19.53125,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.09089271038,143.0335148,0.3401177494,0
2017p331573,,2017-05-03T16:22:12.435Z,2017-05-03T16:24:37.241Z,174.3014861,-41.67536965,2.311652071,18.59375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1004024987,146.7718121,0.4303222882,0
2017p331557,earthquake,2017-05-03T16:13:22.698Z,2017-05-03T20:21:51.339Z,179.5286713,-34.54994583,3.955734292,222.3900909,M,,LOCSAT,confirmed,manual,iasp91,20,12,6,3.164854527,339.453949,0.5952693845,0
2017p331546,,2017-05-03T16:07:42.754Z,2017-05-03T16:09:42.509Z,174.2982885,-41.67610986,1.979543607,18.828125,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.09826967423,146.6782681,0.4314080266,0
2017p331510,,2017-05-03T15:48:48.014Z,2017-05-03T15:51:19.383Z,168.6471312,-44.18840906,2.829813187,5.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.1467417903,174.3223744,1.416052175,0
2017p331469,earthquake,2017-05-03T15:27:08.884Z,2017-05-03T23:44:19.291Z,177.148487,-37.54257338,2.368102319,8.046875,M,,NonLinLoc,confirmed,manual,nz3drx,11,9,5,0.03461415135,149.8455802,0.1993198263,0
2017p331404,earthquake,2017-05-03T14:52:05.275Z,2017-05-03T23:45:35.725Z,177.148487,-37.54257338,2.305606565,8.046875,M,,NonLinLoc,confirmed,manual,nz3drx,12,10,5,0.03461415135,143.2715356,0.2134528949,0
2017p331358,,2017-05-03T14:27:35.793Z,2017-05-03T14:29:49.347Z,176.3458622,-40.87867744,2.065172374,21.40625,M,,NonLinLoc,,automatic,nz3drx,18,18,9,0.1142114074,212.7843502,0.4324115578,0
2017p331200,,2017-05-03T13:03:35.291Z,2017-05-03T13:05:46.556Z,173.7479709,-42.29319532,2.524507451,20.46875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1979929457,177.7765557,0.6111844972,0
2017p331194,,2017-05-03T13:00:41.304Z,2017-05-03T13:02:36.226Z,174.1755859,-41.81514772,1.5028326,12.96875,M,,NonLinLoc,,automatic,nz3drx,14,14,3,0.07088117359,174.581661,0.3517706105,0
2017p331165,,2017-05-03T12:44:46.435Z,2017-05-03T12:47:06.369Z,174.2039196,-41.83266118,2.459079031,16.71875,M,,NonLinLoc,,automatic,nz3drx,20,20,12,0.08240209681,156.4864153,0.5245989407,0
2017p331161,,2017-05-03T12:43:02.955Z,2017-05-03T12:45:50.105Z,174.2122818,-41.85959894,2.753361585,16.71875,M,,NonLinLoc,,automatic,nz3drx,36,36,17,0.1089140115,150.8190093,1.145204059,0
